confidence,recommended_specialty,source,current_specialty,changed,google_category_raw,name,area,rating,reviews,place_id
MEDIUM,تكييف,kept_current,تكييف,,خدمة صيانة,AC maintenance Service (Indian),الفروانية,4.6,16,ChIJ5fh1ZYybzz8RGkK3wkmiHCQ
MEDIUM,تكييف,kept_current,تكييف,,خدمة إصلاح أجهزة,تصليح تكييفات تصليح ثلاجات صيانة غسالات صيانة نشافات AL-RABIA EST,الفروانية,4.9,92,ChIJeQgII7Cbzz8R9SfKMTpWZYM
MEDIUM,تكييف,name/hints,بودي وصبغ,YES,ورشة إصلاح سيارات,حدادة صبغ سمكرةحفيظ,Haffiz,4.0,4,ChIJc5RVi3mFzz8RsYkUbmDIZjs
MEDIUM,تكييف,name/hints,تكييف,,ورشة إصلاح سيارات,تكييف سيارات Ehsan Pakistani Car AC,المرقاب,4.4,9,ChIJM80ZqC2Fzz8Rro33D3ruPJk
MEDIUM,تكييف,name/hints,تكييف,,تصليح سيارات,اخصأئي تكييف المشعل,الفحيحيل,3.2,13,ChIJxzaDs7IHzz8RiU5uehTVTyw
MEDIUM,تكييف,kept_current,تكييف,,مورّد أجهزة التدفئة,الحساوي لصناعة التبريد والتدفئة,صباح السالم,4.0,47,ChIJrakRmzafzz8R6dOm5QC9U2g
MEDIUM,تكييف,name/hints,تكييف,,تصليح سيارات,كمبريسرات window repair compressor,الشويخ الصناعية,0.0,0,ChIJYTnGYgCbzz8RLH-KfaIk6Dc
MEDIUM,تكييف,name/hints,تكييف,,ورشة إصلاح سيارات,التكييف سيارات محل قاسم البناني سابقا عبدالكريم.مدثر.,الفحيحيل,4.3,6,ChIJsypH0wQHzz8ReQ6EX4SVxKA
MEDIUM,تكييف,kept_current,تكييف,,مصنع,Alhasawi Headquarter,الري,4.0,92,ChIJ57upPpeazz8R4elEKKeCvOs
MEDIUM,تكييف,kept_current,تكييف,,مورّد معدات المصانع,Al Hasawi Industrial Group,الصليبية الصناعية 1,5.0,6,ChIJmagy2ASSzz8RvALdn9JM1gA
MEDIUM,تكييف,name/hints,دواسر وفرش,YES,تصليح سيارات,أخصائي رنج روفر تصليح هيدروليك و تكييف,الري,5.0,4,ChIJo0Iq3xKbzz8Roz4lfNxqAvY
MEDIUM,تكييف,name/hints,فرامل,YES,ورشة إصلاح سيارات,Spheenzar Car Accessories Co.,الشويخ الصناعية,4.3,6,ChIJf9BcJYGbzz8RLElh6woZdIs
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,ميزان أنور بابجي والإطارات,الشويخ الصناعية 3,4.9,58,ChIJHRJFDACbzz8RVNMcaXPVc4o
MEDIUM,تواير وبنشر,name/hints,صيانة عامة,YES,ورشة إصلاح سيارات,ميزان وهيئة أمامية ومخرطة دسكات,الشويخ الصناعية,4.5,2,ChIJR2TQAgObzz8RGoZcEIzImSU
MEDIUM,تواير وبنشر,name/hints,فرامل,YES,,كراج نجم الفتوح ميزان وبريك,الشويخ الصناعية,,0,ChIJofBcWACPzz8R9Yvs4NYOvog
MEDIUM,تواير وبنشر,name/hints,صيانة عامة,YES,ورشة إصلاح سيارات,ميزان الزيد الفني للسيارات,الصليبية الصناعية 2,5.0,1,ChIJvc3ANQCRzz8R-yS01yeNxy0
MEDIUM,تواير وبنشر,name/hints,كهرباء سيارات,YES,تصليح سيارات,الشاطر لتصليح سيارات ميكانيك - كهرباء - ميزان - جيرات - تكييف تبديل ثلاجات و كمبروسيرات,الشويخ الصناعية 2,5.0,1,ChIJnwZnaTibzz8RlWUGicFPhfg
MEDIUM,تواير وبنشر,name/hints,صيانة عامة,YES,تصليح سيارات,ميزان الحسيني GARAGE AL HUSSAINI,الجهراء المنطقة الصناعية قطعه 1,5.0,11,ChIJPZj2TwD3zz8RzJc_9rFDle0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,معرض إطارات ميشلان,الشويخ الصناعية 1,4.3,526,ChIJmUwwbLiazz8RxucfDI7sD4c
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,الميلم للإطارات,الري (قريب من الشويخ),4.2,332,ChIJ2YbXPpGazz8RI1ftxVSggNs
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر متنقل - تبديل تواير - تبديل بطاريات - العلي والخطيب,الشويخ الصناعية,4.9,17,ChIJ1cf0jcSbzz8RIiQQmBo-aQc
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,إطارات كومهو,الشويخ الصناعية,4.3,15,ChIJN5q5ZF6bzz8R3uNw0mnY8-U
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,شركة بن حيدر والحريري لتجارة الجملة التجزئة تواير,الشويخ الصناعية 3,4.7,15,ChIJu6pkMQCbzz8RlW_qC7vVs_M
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر وكهرباء الحرز,الشويخ الصناعية 2,4.6,5,ChIJ21jvPeabzz8RGERjuddV7HQ
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر الخلود,الشويخ الصناعية 3,4.0,3,ChIJLyZglFObzz8R486n7uBsa3s
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,اطارات الميلم,الشويخ الصناعية 3,5.0,1,ChIJ1ZbSTXabzz8RXwfNLkNXtFk
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر وكهرباء جمعية العمرية,العمرية,4.3,12,ChIJWQL-XgCbzz8RDPBE6vRjYpw
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,,فرع الكهرباء والبنشر جمعية الشامية والشويخ التعاونية,الشويخ,3.9,0,ChIJr9YJAJ-Fzz8RnnnddYL4Jt4
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,,شركة ستار سيرفس لإطارات السيارات محمد الصراف,الشويخ,,0,ChIJV5cMLPmPzz8RyjNWDSdWxpA
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,,الركيبي للاطارات,الشويخ,,0,ChIJzc0dCACPzz8R8hE-6vmhu2M
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كهرباء وبنشر متنقل,حولي,4.0,39,ChIJ61MrLfadzz8RDHZnDzIzNlI
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر متنقل - كراج الراشد - كراج متنقل,حولي,3.5,30,ChIJM2d-LX2dzz8RfXzuZVdI9v8
MEDIUM,تواير وبنشر,kept_current,تواير وبنشر,,سكن,مركز حولي لتصليح الإطارات وكهرباء السيارات,حولي,4.6,15,ChIJA7vCIbudzz8REqVLNQiJVG0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,فور هاندرد / بنشر متنقل / كراج متنقل / تبديل بطارية,السالمية,4.9,11,ChIJ9VHAO5Z3zz8RlnZMRA9tKU8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر نجم السالميه الدولى,السالمية,5.0,2,ChIJJ-ukHzl3zz8R8rL0Kf-TRXI
MEDIUM,تواير وبنشر,kept_current,تواير وبنشر,,تصليح دراجات نارية,Performance machine two wheeler work shop,حولي,4.5,2,ChIJ_bx8-I-dzz8Rgk7y7_A5oSU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,تصليح سيارات رويال السالمية وكهرباء وبنشر,السالمية,4.2,10,ChIJnWlt36-dzz8RGUBTu3jn-3A
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر الياسمين,حولي,5.0,1,ChIJ6U7KQQCdzz8RSRVC887hp8w
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر وكهرباء جمعية الجابرية,الجابرية,4.2,145,ChIJXzwVjEKczz8RKmvaVwTL_B0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر العاقول,الجابرية,5.0,2,ChIJXzWnFQCdzz8RdLnSqqvKoZE
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,شرکة الشمالی لتصلیح کهرباء السیارات و تصلیح الإطارات و تبدیل زیوت,حولي,0.0,0,ChIJj2NhKQCdzz8Rc431VesHwmg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر الشمالي,حولي,0.0,0,ChIJAczaVwCdzz8RMB0LGWxd6r8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر التفوق الذهبي,السالمية,4.8,5,ChIJr6uP9553zz8R7QFSTcilmKI
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء و بنشر علي الدشتي,السالمية,5.0,6,ChIJ0-EC9Q93zz8RyfUpK1x7f0w
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر,السالمية,4.0,2,ChIJ2ZKLfAB3zz8RKGmtbjm8YlY
MEDIUM,تواير وبنشر,name/hints,ونش وسحب,YES,تصليح سيارات,كرين السالمية الجابرية حولي سلوى بيان بنشر متنقل شركة ايه ام جي,السالمية,4.6,24,ChIJfzQiHuJ3zz8R3OHJYPlH8No
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر وكهرباء رواسي العين,السالمية,5.0,1,ChIJKzQrHwB3zz8RqC9fAQY5hj4
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر متنقل كراج الاطار المتنقل تبديل بطاريات,حولي,4.8,19,ChIJu6wL7ZCxHiMRb89sERpvXm8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر فرع جمعية السالمية,السالمية,5.0,2,ChIJlZlWnwOdzz8Rw-ICYYFJ3fs
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,يبدل تواير سيارات الكراج,حولي,5.0,3,ChIJ4XYHIIiczz8R18RpeP-9W1A
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كهرباء وبنشر جمعية السلام التعاونية Salam Garage,السلام,4.0,55,ChIJeZzL0j2dzz8R33PsHFJlgcw
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر انوار السالميه,السالمية,3.8,4,ChIJ13pxDACdzz8RzAmudlfU7X8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر جليب الشيوخ,جليب الشيوخ,4.1,114,ChIJA35DtMmZzz8R0AWA0Cwpinc
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر متنقل كراج متنقل تبديل تواير تبديل بطارية,السالمية,5.0,8,ChIJDYMbRD6dzz8Rwz38kWM9J7g
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر و كهرباء المصرية,السالمية,4.4,16,ChIJe4BWhn-dzz8RJhFNLwhePDs
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر دانة النقعه,السالمية,5.0,2,ChIJwa8L_Rp3zz8RJM_acg1LOmM
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر شجرة أرز,حولي,0.0,0,ChIJ3ZNoAQCdzz8RgJDFcvttTHk
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كراج كهرباء و بنشر الصافي,حولي,4.7,6,ChIJbbHSIACdzz8RnMtF6grtEmw
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر ماجستيك,حولي,3.5,2,ChIJTVp7BCCdzz8RlVKsdggE-oI
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر ومكانيكي الياسمين,حولي,0.0,0,ChIJwQafBgCdzz8RAAzbpyeaFdo
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء و بنشر النباء,حولي,5.0,5,ChIJP7MLUACdzz8RmUbd4Xu9WD8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,کهرباء و بنشر أرز لبنان,حولي,0.0,0,ChIJ-1xHOgCdzz8Rtk8S0TP3qAM
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,Mechanic for Tire punchure sticker Back of NESTO Hypermart,حولي,0.0,0,ChIJU6txNwCdzz8ROvi_W0qjSTg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء و بنشر كاليفورنيا,حولي,4.8,12,ChIJASOU3Zadzz8RHmnouuyk40U
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر سيارات في الكويت,حولي,0.0,0,ChIJD3gnXZWdzz8RuQkQn5ZgLiA
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر سيارات بإدارة ابوفيصل الايراني,حولي,5.0,4,ChIJhY2QdACdzz8RYBJdiUIndhM
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر وردة الاندلس,الأندلس,3.9,16,ChIJLXFoa7CRzz8RUIGy7y2z7Go
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر المليحان,الفروانية,4.2,5,ChIJW_MTFXKbzz8RhKSCDipB_ps
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر مركز خدمة الرقعي,الرقعي,5.0,8,ChIJHwovAgCRzz8RoAJrFXdY1RU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر الرقعي والاندلس الساقية,الرقعي,3.9,38,ChIJgweJcf-Rzz8RUAU04mTfu5I
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر متنقل الفروانية,الفروانية,2.3,3,ChIJI3MRBSabzz8RhgOx1-BBXTQ
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر شركة دبليو بي,الفروانية,0.0,0,ChIJfzl-VQCbzz8Rc5TXAU0ArYg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,فور هاندرد بنشر,الفروانية,4.7,3,ChIJO1eKI5mZzz8RJAyrSJ-x2QU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر جمعية عبدالله المبارك,الشدادية,4.0,80,ChIJ4dgMcQCRzz8ReIxwMFalclo
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر الاول والاخير زين فهمتو,الفروانية,4.0,1,ChIJx76AKACZzz8R2kxUGftddL8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر وكهرباء سما الفروانيه,الفروانية,3.9,7,ChIJ79fjaaebzz8RipMNnIzYNfQ
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر برشلونة,جليب الشيوخ,4.8,4,ChIJz0pnKvKZzz8R739fIl9d69A
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر الفاتن الذهبي,الفروانية,5.0,1,ChIJuz7TZgCbzz8RxuKBh6JhUlg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر ارمور ARMOR,الفروانية,2.8,4,ChIJO1rS4B-bzz8RlixYQ8xO4uU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء بنشر المحيط الأطلسي,الفروانية,5.0,2,ChIJHS3CAgCbzz8RxSyiwB87fOA
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر جنوب الفروانية,الفروانية,2.0,2,ChIJB1gJAwCbzz8RmeOmamFe504
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر الوكالة الدولية,الفروانية,5.0,1,ChIJKSAwZgCbzz8RFjyWzPSsxlk
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,شركة بركات الخير العالمية تصليح كهرباء وبنشر,الفروانية،,5.0,1,ChIJA44TN4Gbzz8R7O4z5YWmySU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء و بنشر الشط,الفروانية،,4.4,5,ChIJWcut2gmbzz8RUgT4RgzrTIo
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر الامتياز والخير,الفروانية,0.0,0,ChIJwZwiPwCbzz8RriRQLCxqQVU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر اويس,الفروانية,0.0,0,ChIJscUnRACbzz8RqJSqLI1-ui8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كهرباء وبنشر الفني الاول,الفروانية,4.6,19,ChIJjZ75fsSZzz8RKs_EN0D9gxY
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر انوار الرقعي,الرقعي,5.0,1,ChIJ0a3tRwCRzz8Rt1_FDZsFdkA
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهربائي وبنشر طيور الفروانيه,الفروانية,4.6,5,ChIJT0Eodwibzz8Roubnk5fe5VY
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر خيطان (Full Service),خيطان,0.0,0,ChIJ82_GKgCbzz8R9ZvM_NiomVY
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كهرباء وبنشر الزمن السريع,خيطان,4.6,7,ChIJLZTRztqbzz8RvTZ3IAATyHw
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر وكهرباء جمعية الرابية,الرابية,4.9,15,ChIJiSTxcACbzz8R3ZwHl3Kncm4
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كراج كهربائي وبنشر نوره العجمي,خيطان,4.0,1,ChIJi6qWcxebzz8RB5mXlUP6X1I
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر متنقل الكويت - تبديل تواير - تبديل بطاريات وتصليح الاطارات وتبديل زيوت,خيطان,0.0,0,ChIJN5vtVRObzz8Rg73i_yT-ZBI
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر البحر الملكي,خيطان,5.0,1,ChIJh290VgCbzz8RkqGg4bXsy64
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كراج وبنشر اصل الامانة,خيطان,4.7,3,ChIJ0_0qxLCbzz8ROj6t69fOad0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهربا وبنشر الكندري,خيطان,4.0,2,ChIJ2X45HACbzz8RCfEF4N5tEoM
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر الفني السريع,خيطان,5.0,2,ChIJDZ_1HQCbzz8RL4RNclQbSpE
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر البراءه ، عبدالله ومحمد,خيطان,4.7,6,ChIJW4WcCwCbzz8R8Hrx-vHPWmA
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,شموع الديره لتصليح كهرباء السيارات والاطارات,خيطان,0.0,0,ChIJafsYcACbzz8RKm0LE6jz4l4
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر مأمون الحريري,خيطان,0.0,0,ChIJ1WYgsAebzz8Rp3Z7H1cHT4A
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر M&M,الفروانية,5.0,1,ChIJ7683HQCbzz8RIOahuqURtZU
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كهرباء وبنشر فور هاندرد الاحمدي,شرق الأحمدي,4.0,18,ChIJXxD8MHwHzz8Re8o9Rq-lMew
MEDIUM,تواير وبنشر,kept_current,تواير وبنشر,,ورشة إصلاح شاحنات,"Ten Star Company for Maintenance, Repair, & Replacement of Car Tires, Puncture Repair & Car Electrical Repair",شرق الأحمدي,5.0,1,ChIJBeJIcwAHzz8Rw1KSntW_o9U
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,FURSAN AL JAZEERA COM. TYRE AND MIZAN SHOP,شرق الأحمدي,5.0,1,ChIJb9rwXwCpzz8RKTVIY1qgAKs
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,أبراج عالية بنشر الجهراء متنقل,الجهراء,4.2,5,ChIJAbwJhOz3zz8RG0glGHl8nXY
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كراج كهرباء وبنشر ايه ام جي AMG لتصليح السيارات,الجهراء المنطقة الصناعية قطعه 1,4.1,11,ChIJw-f2ozH3zz8RGyoCRSKWGEA
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر مركز خدمة الجهراء لتصليح السيارات,الجهراء,3.2,9,ChIJU4zSMc73zz8RWp_V76PYTtc
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر المطلاع المتنقل,الجهراء,5.0,1,ChIJE5STJgBRxT8RDk0ynhcIY2E
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر شركة نجمة السلام فرع 1,الجهراء المنطقة الصناعية قطعه 1,3.8,15,ChIJbfh7SHb3zz8RRQolLo7f4WY
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كراج الماضي الحديث لتصليح كهرباء و الاطارات وتبديل الزيوت,الجهراء المنطقة الصناعية قطعه 1,4.8,6,ChIJB1b0hpn3zz8RQ82LCtcero8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,السفير لبيع إطارات السيارات,الجهراء المنطقة الصناعية قطعه 1,4.6,10,ChIJl6azKQD3zz8RqMVYSOiuvd0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر سعد العبدلله 24/24 كهرباء وبنشر وسيرفس,سعد العبدالله,3.8,4,ChIJTUBzIwDzzz8RJevHC6M1qnc
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كراج ابراهيم القحطاني لتبديل الزيوت وكهرباء السيارات وتصليح الاطارات بنشر,الجهراء المنطقة الصناعية قطعه 1,3.9,13,ChIJnW8-FxH3zz8RVM77IyLx1Qs
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر الحسيني,الجهراء,4.5,11,ChIJe4hF3LL3zz8RRlh0zd0SZ20
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر وكهرباء جمعية القيروان,جنوب الدوحة,1.5,4,ChIJpdHMpoONzz8RbaPXCw_NAuE
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر كراج خدمة الضاحية لتصليح السيارات,صباح السالم,4.4,100,ChIJUXaflhB1zz8RT86_UccUrQ0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر جمعية العدان والقصور التعاونية,العدان,3.9,36,ChIJR5WoYlqfzz8RL_AiFFi85To
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,Al Mailem Tires,المسايل,3.4,5,ChIJZT0fboV1zz8RLx3sA-Mrc1Q
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر وكهرباء الأيادي المحترفة,صباح السالم,4.5,11,ChIJPaJ5Vvt1zz8R2MdBB1rfAvg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر وكهرباء جمعية صباح السالم التعاونية,صباح السالم,4.1,227,ChIJrZ9Jkrqfzz8ROWAFoD2rKDo
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,فرع البنشر و تبديل زيت السيارات العدان,العدان,3.9,77,ChIJ5YHXnk2fzz8ROba3S-WS2_s
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر متنقل تبديل تواير تبديل بطاريات تصليح سيارت خدمه منازل خدمه طرق خدمه 24ساعه,أبو فطيرة,0.0,0,ChIJX4Cgxwmdzz8R_pyjRUw7SGg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,كهرباء وبنشر درة السلطان,الجهراء,0.0,0,ChIJQ9yKI2v3zz8RBoadcoyhOs4
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كراج كويت اونلاين تبديل بطاريات وتواير بنشر متنقل,الكويت,5.0,31,ChIJj_UtlJc4DwkRvwTwvIsk2dw
MEDIUM,تواير وبنشر,name/hints,ونش وسحب,YES,تصليح سيارات,بنشر متنقل,الكويت,4.8,58,ChIJdzV4vsh1zz8RDm7vhpShA8Y
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,ورشة إصلاح سيارات,بنشر متنقل كراج متنقل تبديل بطارية تبديل تواير,المنقف,5.0,3,ChIJZ9RuDX4Jzz8R-fuRGrOZxq8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر متنقل خدمه مساعده على طريق تبديل تواير تبديل بطاريات,الأحمدي,5.0,2,ChIJs9ZeuLqpzz8RqaI7g3jF-n0
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كهرباء وبنشر وميكانيك توب كلير,الفحيحيل,4.4,16,ChIJeep4ru8Hzz8RvT9KuabJolY
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,بنشر وكهرباء دوار المنقف الفرع الاول,المنقف,2.8,6,ChIJ11_C_usJzz8RblOO_FaiiB8
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كراج متنقل تبديل بطاريات تبديل إطارات بنشر متنقل فكس اوتو كار,الكويت,5.0,11,ChIJc_3f8qoF-k0RONkF4LpQGLg
MEDIUM,تواير وبنشر,name/hints,تواير وبنشر,,تصليح سيارات,كراج متنقل | شركة دينمو كار لصيانة و تبديل تواير السيارات,قبلة,4.8,122,ChIJGyYwapCFzz8RYm-VJ-zEo-s
